ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU2,3635,SYSTEM1.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM23.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM13.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM123U.TXT,0.00000,0.00000,0.00000,1

ROUGE-SU2,2309,SYSTEM23U.TXT,0.27869,0.17347,0.21384,1
ROUGE-SU2,2309,SYSTEM12.TXT,0.16940,0.12757,0.14554,1
ROUGE-SU2,2309,SYSTEM123U.TXT,0.27869,0.17347,0.21384,1
ROUGE-SU2,2309,SYSTEM1.TXT,0.09836,0.06000,0.07453,1
ROUGE-SU2,2309,SYSTEM2.TXT,0.16940,0.12757,0.14554,1
ROUGE-SU2,2309,SYSTEM23.TXT,0.27869,0.17347,0.21384,1
ROUGE-SU2,2309,SYSTEM12U.TXT,0.16940,0.12757,0.14554,1
ROUGE-SU2,2309,SYSTEM123.TXT,0.27869,0.17347,0.21384,1
ROUGE-SU2,2309,SYSTEM13U.TXT,0.18579,0.12186,0.14719,1
ROUGE-SU2,2309,SYSTEM3.TXT,0.19672,0.10256,0.13483,1
ROUGE-SU2,2309,SYSTEM13.TXT,0.06557,0.06452,0.06504,1

ROUGE-SU2,3636,SYSTEM13U.TXT,0.12778,0.06389,0.08519,1
ROUGE-SU2,3636,SYSTEM123.TXT,0.10556,0.06884,0.08333,1
ROUGE-SU2,3636,SYSTEM3.TXT,0.14444,0.05253,0.07704,1
ROUGE-SU2,3636,SYSTEM12U.TXT,0.10556,0.06884,0.08333,1
ROUGE-SU2,3636,SYSTEM23.TXT,0.10556,0.06884,0.08333,1
ROUGE-SU2,3636,SYSTEM1.TXT,0.10556,0.06884,0.08333,1
ROUGE-SU2,3636,SYSTEM2.TXT,0.11667,0.04730,0.06731,1
ROUGE-SU2,3636,SYSTEM13.TXT,0.10556,0.06884,0.08333,1
ROUGE-SU2,3636,SYSTEM123U.TXT,0.12778,0.06389,0.08519,1
ROUGE-SU2,3636,SYSTEM23U.TXT,0.12778,0.06389,0.08519,1
ROUGE-SU2,3636,SYSTEM12.TXT,0.10556,0.06884,0.08333,1

ROUGE-SU2,2308,SYSTEM13U.TXT,0.12568,0.07372,0.09293,1
ROUGE-SU2,2308,SYSTEM13.TXT,0.12568,0.07372,0.09293,1
ROUGE-SU2,2308,SYSTEM123U.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM2.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM123.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM12.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM23U.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM1.TXT,0.08197,0.07246,0.07692,1
ROUGE-SU2,2308,SYSTEM23.TXT,0.46448,0.24638,0.32197,1
ROUGE-SU2,2308,SYSTEM3.TXT,0.12568,0.07372,0.09293,1
ROUGE-SU2,2308,SYSTEM12U.TXT,0.46448,0.24638,0.32197,1

ROUGE-SU2,2307,SYSTEM12U.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM1.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM12.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM23U.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM13.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM2.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM13U.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM3.TXT,0.40678,0.16000,0.22967,1
ROUGE-SU2,2307,SYSTEM23.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM123U.TXT,0.15819,0.14815,0.15301,1
ROUGE-SU2,2307,SYSTEM123.TXT,0.15819,0.14815,0.15301,1

ROUGE-SU2,3637,SYSTEM23U.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM13.TXT,0.49425,0.16963,0.25257,1
ROUGE-SU2,3637,SYSTEM12.TXT,0.49425,0.16963,0.25257,1
